,Close-Close Change,Volume,Annualised 30D Volatility,Future 1D,Future 3D,Future 5D,Future 10D,1D increase,3D increase,5D increase,10D increase
2018-12-14,0.9809133233227946,4035020000,0.20624919269027656,0.979226523586992,0.9642339275755301,0.9294871055212598,0.9641916190695974,False,False,False,False
2018-12-17,0.979226523586992,4616350000,0.2105154575861716,1.000086412091408,0.9691587390119168,0.9234703095909564,0.9858951899887665,True,False,False,False
2018-12-18,1.000086412091408,4470880000,0.2102887842941326,0.9846042668174821,0.9491233858045057,0.9691849687372358,0.9614046250039279,False,False,False,False
2018-12-19,0.9846042668174821,5127940000,0.2123578474619867,0.9842279094999522,0.9378290838306157,0.9927681335162907,1.009964259501548,False,False,False,True
2018-12-20,0.9842279094999522,5585780000,0.21373995078302865,0.9794116931855946,1.0001134788564572,1.0074247594653523,1.033342519716951,False,True,True,True
2018-12-21,0.9794116931855946,7609010000,0.2057882717290692,0.9728877523152172,1.0298805770042456,1.0373372727197492,1.065293674636476,False,True,True,True
2018-12-24,0.9728877523152172,2613930000,0.215354282568444,1.049593807154098,1.0572668112798262,1.067598145548892,1.0994683339713325,True,True,True,True
2018-12-26,1.049593807154098,4233990000,0.2682138337667777,1.0085626291688616,1.0158649754832436,0.9919722818819144,1.0522510840053494,True,True,False,True
2018-12-27,1.0085626291688616,4096610000,0.2661903634051317,0.9987584527669628,1.0085180586862104,1.017321391979364,1.0431648605971489,False,True,True,True
2018-12-28,0.9987584527669628,3702620000,0.26620237767877314,1.0084924408827955,0.9847731460249265,1.0257267453555081,1.0389702865142778,True,False,True,True
2018-12-31,1.0084924408827955,3442870000,0.2678141446322449,1.0012685242435728,1.010008576500389,1.0269501565709955,1.0412669286155936,True,True,True,True
2019-01-02,1.0012685242435728,3733160000,0.2652480722329641,0.9752433237849746,1.0158006079608608,1.0298522328418385,1.0422584590622426,False,True,True,True
2019-01-03,0.9752433237849746,3822860000,0.27235863544882605,1.034335693188828,1.0516853289976265,1.0607666194150884,1.0768294326950971,True,True,True,True
2019-01-04,1.034335693188828,4213410000,0.2905537828227537,1.007010434686446,1.0209404646239644,1.0254034455792795,1.054807775855668,True,True,True,True
2019-01-07,1.007010434686446,4104710000,0.2874327060535965,1.0096952962909216,1.018414003270986,1.0129113735395285,1.0326353399825074,True,True,True,True
2019-01-08,1.0096952962909216,4083030000,0.28889386964888497,1.0040980263439003,1.0084873815748079,1.0139410583395811,1.0249727121942507,True,True,True,True
2019-01-09,1.0040980263439003,4052480000,0.28870092522028545,1.0045184451596931,0.999090895023521,1.012046608071305,1.0221937670215397,True,False,True,True
2019-01-10,1.0045184451596931,3704500000,0.2851458126745057,0.9998536570337052,1.0052606445252326,1.0151426458808306,1.0262339022737075,False,True,True,True
2019-01-11,0.9998536570337052,3434490000,0.28489326770548884,0.9947424371981234,1.0076417616109326,1.0286758645127991,1.0183302134609014,False,True,True,True
2019-01-14,0.9947424371981234,3664450000,0.27591839113771416,1.010721711756711,1.0206573969743786,1.019472549087938,1.0222217059486327,True,True,True,True
2019-01-15,1.010721711756711,3572330000,0.2783159841087929,1.0022219668237369,1.0231429337624027,1.010879975481745,1.0271041642723056,True,True,True,True
2019-01-16,1.0022219668237369,3863770000,0.27706202543739195,1.0075914529261114,1.0064217728680096,1.0100263751385647,1.03363785788005,True,True,True,True
2019-01-17,1.0075914529261114,3772270000,0.2759079957365297,1.0131830528536092,1.0010394694911908,1.0109258107103294,1.026772029924581,True,True,True,True
2019-01-18,1.0131830528536092,3986730000,0.2632829444952399,0.9858427159818924,0.9893736122604099,0.989942749306364,1.0202792515847843,False,False,False,True
2019-01-22,0.9858427159818924,3908030000,0.2663497460254584,1.002202894147138,1.012100725435831,1.0026966462835651,1.0398040183827708,True,True,True,True
2019-01-23,1.002202894147138,3335610000,0.2576039857086376,1.0013756774169098,1.0019517186493347,1.016049569863948,1.0352105203319812,True,True,True,True
2019-01-24,1.0013756774169098,3433250000,0.2575860179047407,1.0084887201825663,0.9991182024955246,1.0233770952152077,1.0241150802511418,True,False,True,True
2019-01-25,1.0084887201825663,3814080000,0.2586978914088304,0.9921531394947386,1.00611312088143,1.0156749575946797,1.0161815698224221,False,True,True,True
2019-01-28,0.9921531394947386,3612810000,0.2593529529688999,0.998543790305804,1.0227887361234562,1.0306447037464301,1.0249446829434345,False,True,True,True
2019-01-29,0.998543790305804,3504200000,0.2593884851024151,1.0155492424242425,1.0252007575757576,1.0370075757575754,1.0396704545454538,True,True,True,True
2019-01-30,1.0155492424242425,3867810000,0.2566575769069306,1.0085973778929895,1.0163443427015533,1.0188582831353385,1.0268476902706025,True,True,True,True
2019-01-31,1.0085973778929895,4917650000,0.24885487486033994,1.0008986354054954,1.0124255759772196,1.0007211271772491,1.0153951407122517,True,True,True,True
2019-02-01,1.0008986354054954,3759270000,0.2488080799938796,1.006776204217208,1.0092664777408709,1.0004987936583,1.0255197614657876,True,True,True,True
2019-02-04,1.006776204217208,3359840000,0.2434577118547935,1.0047084815055396,0.9930932484852487,0.9944694609284112,1.0201440802680493,True,False,False,True
2019-02-05,1.0047084815055396,3560430000,0.2369615434501968,0.9977755049859371,0.989107645103554,1.0025678489242793,1.0171676955108298,False,False,True,True
2019-02-06,0.9977755049859371,3472690000,0.22643088695782684,0.9906428809383476,0.9920156977020878,1.007841529354483,1.0158404750312084,False,False,True,True
2019-02-07,0.9906428809383476,4099490000,0.2103808331212338,1.000676262448957,1.0142938970085549,1.0146634393303895,1.0320097559172967,True,True,True,True
2019-02-08,1.000676262448957,3622330000,0.1620598493553712,1.0007090417596054,1.0166735601282182,1.025008493729412,1.0325826846093622,True,True,True,True
2019-02-11,1.0007090417596054,3361970000,0.16137800304422892,1.0128902502029669,1.0132592811277583,1.025817403498413,1.031035500774965,True,True,True,True
2019-02-12,1.0128902502029669,3827770000,0.1634193793320366,1.0030239768574687,1.0112470079024167,1.014562452408798,1.0173605418383596,True,True,True,True
2019-02-13,1.0030239768574687,3670770000,0.16269398710553393,0.9973483761528208,1.009709302114398,1.0079367097343657,1.0114274090729127,False,True,True,True
2019-02-14,0.9973483761528208,3836700000,0.16348856180680224,1.0108787098512964,1.014192946866589,1.017095635768994,1.0211091403743267,True,True,True,True
2019-02-15,1.0108787098512964,3641370000,0.14204224675474802,1.0014987750396311,0.9997405966277563,1.0073893932843352,1.0062004611615512,True,False,True,True
2019-02-19,1.0014987750396311,3533710000,0.10979769680990288,1.0017771318387196,1.0046442858376263,1.0050867700808706,1.003557861110312,True,True,True,True
2019-02-20,1.0017771318387196,3835450000,0.10924111029638896,0.9964735878191548,1.00409738930585,1.0027579272453049,0.9952418572916293,False,True,True,False
2019-02-21,0.9964735878191548,3559710000,0.1088843321610054,1.0064110880470507,1.0068543504583984,1.0034632128236178,0.9906482442484003,True,True,True,False
2019-02-22,1.0064110880470507,3427810000,0.10937988123878607,1.0012317960947767,0.9998961567245684,1.003946044466407,0.9822392190985689,True,False,True,False
2019-02-25,1.0012317960947767,3804380000,0.10929436352826688,0.9992096162168156,0.9958442264431657,0.9988197889210367,0.9954186351752969,False,False,False,False
2019-02-26,0.9992096162168156,3645680000,0.10944534574406642,0.9994559576219622,1.0035040624217044,0.9984788288771967,0.99914814417123,False,True,False,False
2019-02-27,0.9994559576219622,3767130000,0.10738604597035288,0.9971744533337152,1.0001539905027252,0.9925046018092092,1.0066394974895965,False,True,False,True
2019-02-28,0.9971744533337152,4396930000,0.10567848174442908,1.0068953381050032,1.0018531221157196,0.9872292592180254,1.008615581309324,True,True,False,True
2019-03-01,1.0068953381050032,3972280000,0.10656008164826856,0.9961193997909896,0.9885008684983002,0.9783784940560474,1.0067018821624358,False,False,False,True
2019-03-04,0.9961193997909896,3919810000,0.10682746821088827,0.99886852310039,0.9842882258370601,0.9965948274318697,1.014369040500428,False,False,False,True
2019-03-05,0.99886852310039,3585690000,0.10168035806505676,0.9934758840714784,0.9833025648378828,1.0006703349882602,1.0153854426182498,False,False,True,True
2019-03-06,0.9934758840714784,3786600000,0.09356702970442403,0.9918742896317811,1.0042757401360298,1.0142416424615273,1.0190441826480725,False,True,True,True
2019-03-07,0.9918742896317811,3904860000,0.09780388894676796,0.997868261469008,1.0154933010298552,1.0216629743209173,1.0385422691738242,False,True,True,True
2019-03-08,0.997868261469008,3423130000,0.09833314895459856,1.0146660493534616,1.0247350596229772,1.028949315912463,1.0210129526406542,True,True,True,True
2019-03-11,1.0146660493534616,3749030000,0.10375600845127804,1.0029533287823806,1.0090468149319152,1.0178349441310675,1.0054108432436317,True,True,True,True
2019-03-12,1.0029533287823806,3414230000,0.09997947665865499,1.0069496188456468,1.011090731930991,1.0147052501862786,1.0096506562732848,True,True,True,True
2019-03-13,1.0069496188456468,3766150000,0.10054350667923977,0.9991319567970628,1.0078337341510963,1.0047351045209396,0.998025557468729,False,True,True,False
2019-03-14,0.9991319567970628,3469730000,0.09240816292433532,1.004984902865607,1.0085775935737482,1.0165213923545835,1.0024782088531876,True,True,True,True
2019-03-15,1.004984902865607,5962730000,0.0905947120664132,1.0037059607153993,1.000620022108217,0.992286924973782,1.0042232363028263,True,True,False,True
2019-03-18,1.0037059607153993,3552190000,0.09081271326877197,0.9998693936334692,1.0077446045451017,0.9877935995820597,1.0120899136586026,False,True,False,True
2019-03-19,0.9998693936334692,3620220000,0.0895486136448709,0.9970556773530752,0.9887522638452007,0.9950186579678525,1.0122397681257658,False,False,False,True
2019-03-20,0.9970556773530752,3771200000,0.08977013460260268,1.0108525155529118,0.9908399811630072,0.9933220736271479,1.0174100551300709,True,False,False,True
2019-03-21,1.0108525155529118,3546800000,0.0935426436335589,0.9810254721739616,0.9872428963739279,0.9861850585663846,1.0085852995572493,False,False,False,True
2019-03-22,0.9810254721739616,4237200000,0.106489718425801,0.9991609270506407,1.0016638638059634,1.0120290926229423,1.0328595249061845,False,True,True,True
2019-03-25,0.9991609270506407,3376580000,0.10664104460723507,1.0071827784845409,1.006103574951043,1.0245965494075104,1.034809674237768,True,True,True,True
2019-03-26,1.0071827784845409,3266050000,0.10806635807905714,0.9953556197356004,1.0056555707726917,1.0173073238577095,1.0211959722685438,False,True,True,True
2019-03-27,0.9953556197356004,3372930000,0.1036306856163896,1.0035895443381802,1.0220363089360767,1.024249920687824,1.029529081725405,True,True,True,True
2019-03-28,1.0035895443381802,3158170000,0.10375145277217376,1.0067342937515984,1.0183985451652315,1.0227140340408603,1.0258858295683797,True,True,True,True
2019-03-29,1.0067342937515984,3740700000,0.10462565271778987,1.0115685859441153,1.0137595258255714,1.0205828394016367,1.025758537962178,True,True,True,True
2019-04-01,1.0115685859441153,3500760000,0.10520453890043424,1.0000174386768923,1.0042550371618202,1.009967947711871,1.0133894161182198,True,True,True,True
2019-04-02,1.0000174386768923,3246900000,0.10524383547135792,1.0021484075277969,1.0088935701231845,1.0038224913156901,1.0138879200903996,True,True,True,True
2019-04-03,1.0021484075277969,3550240000,0.10527148073759368,1.0020846384074615,1.0077852021994849,1.0051541727570124,1.009413934711491,True,True,True,True
2019-04-04,1.0020846384074615,3015180000,0.1043964324162031,1.004636398681665,0.9995867180201359,1.003101351327885,1.0089046638350476,True,False,True,True
2019-04-05,1.004636398681665,3146820000,0.10375940160322024,1.0010474498226596,0.9984340106611723,1.005071316468123,1.005264904554159,True,False,True,True
2019-04-08,1.0010474498226596,3054030000,0.1037602075833822,0.9939325291718608,0.997427281862855,1.003387699989985,1.0130915093394846,False,False,True,True
2019-04-09,0.9939325291718608,3007980000,0.105743141885526,1.0034778681120144,1.0101487040511428,1.0100271002710024,1.0170419011882426,True,True,True,True
2019-04-10,1.0034778681120144,3062380000,0.10587098063881507,1.0000380858732572,1.0060141056225131,1.0042379189878845,1.0131430886258268,True,True,True,True
2019-04-11,1.0000380858732572,2938540000,0.1052608494597992,1.0066093784622199,1.0064882007533789,1.0057853700421002,1.0178512076224242,True,True,True,True
2019-04-12,1.0066093784622199,3688490000,0.10513058219257733,0.9993705738096794,0.9976061167843542,1.0001926112932127,1.0122514540432894,False,False,True,True
2019-04-15,0.9993705738096794,3088330000,0.10417438708451952,1.00050936473957,0.9998107090494839,1.00967104674454,1.0138526559241186,True,False,True,True
2019-04-16,1.00050936473957,3402210000,0.10394424394265747,0.9977262251209124,1.0003130310347912,1.0069451610905866,1.0057343157691965,False,True,True,True
2019-04-17,0.9977262251209124,3602300000,0.10183869115995944,1.0015790653174508,1.0114568429036876,1.0088675895119725,1.0058852936613285,True,True,True,True
2019-04-18,1.0015790653174508,3506850000,0.09763411204726337,1.0010120377414349,1.007648802249891,1.0119964337717686,1.0139792015917222,True,True,True,True
2019-04-22,1.0010120377414349,2997950000,0.09693959810815696,1.0088412191322471,1.0062586615405251,1.0120565205280663,1.0084251213045525,True,True,True,True
2019-04-23,1.0088412191322471,3635030000,0.09163311442108617,0.9978082135747594,1.0021133865997656,1.0041415559979274,0.9830826811376835,False,True,True,False
2019-04-24,0.9978082135747594,3448960000,0.09226773788581646,0.999631053036126,1.0053907250832692,0.998797506191818,0.9836604321462117,False,True,False,False
2019-04-25,0.999631053036126,3425280000,0.0910101674357045,1.0046853053650335,1.0067186800493477,0.9970439174757446,0.9810503149167679,True,True,False,False
2019-04-26,1.0046853053650335,3248500000,0.09125365537444996,1.001071472304992,0.9945065784998026,1.0019592636434138,0.9801080316203378,True,False,True,False
2019-04-29,1.001071472304992,3118780000,0.09067342860481874,1.0009514004274505,0.9913320625341907,0.996411861245043,0.9554336856912767,True,False,False,False
2019-04-30,1.0009514004274505,3919330000,0.09041867801608397,0.9924978698702912,0.9999355020486586,0.979027981926995,0.9621770434818028,False,False,False,False
2019-05-01,0.9924978698702912,3645850000,0.09390267555329787,0.9978760008619126,1.0029893321202707,0.9848447018021498,0.9751105608246995,False,True,False,False
2019-05-02,0.9978760008619126,3778890000,0.09362737890770023,1.0096383229592256,0.988527927829115,0.9839589788587565,0.9858784172859139,True,False,False,False
2019-05-03,1.0096383229592256,3338120000,0.09258881821477052,0.995528985212042,0.9775193166849986,0.9781914965847827,0.9707669640553491,False,False,False,False
2019-05-06,0.995528985212042,3181520000,0.07273003216691701,0.9834883221311728,0.9789426660801304,0.958874259583218,0.9685452877608295,False,False,False,False
2019-05-07,0.9834883221311728,3767100000,0.08945374285149035,0.9983946186785942,0.9990811532393681,0.9827880931329205,0.9931727952011925,False,False,False,False
2019-05-08,0.9983946186785942,3485790000,0.08780467031567826,0.996978558181856,0.9765404143890086,0.990116065040876,0.9919601864264327,False,False,False,False
2019-05-09,0.996978558181856,3638820000,0.08706459967180001,1.0037203210344443,0.9873516051722215,1.0019507301304202,0.983112250585219,True,False,True,False
2019-05-10,1.0037203210344443,3529600000,0.08710205615675481,0.9758693690567084,0.9894356909835496,0.9924099396126881,0.9807940584438117,False,False,False,False
2019-05-13,0.9758693690567084,3894030000,0.11134932691053676,1.0080160178102118,1.0229206897900687,1.0100858147780658,0.9966285781348354,True,True,True,False
2019-05-14,1.0080160178102118,3322720000,0.10851490849659133,1.0058389576666749,1.0088625145973942,1.0105665729375777,0.9818692426289771,True,True,True,False
2019-05-15,1.0058389576666749,3125950000,0.10999270217661232,1.0088952493195276,0.996236355473244,1.0018625305160365,0.9782178634565198,True,False,True,False
2019-05-16,1.0088952493195276,3338060000,0.11292557359962675,0.9941626800912275,0.99584190910608,0.9811981976970573,0.9567989653446068,False,False,False,False
2019-05-17,0.9941626800912275,3257950000,0.11401926113770153,0.9932506390910394,0.9988599525096781,0.9882952792941498,0.9597556241760008,False,False,False,False
2019-05-20,0.9932506390910394,3288870000,0.11459152604226315,1.008495790833841,0.9936660059220557,0.9866771353024226,0.9869869693651565,True,False,False,False
2019-05-21,1.008495790833841,3218700000,0.11750982633902955,0.9971756343476378,0.98662877571255,0.9716027315002302,0.9866601963440341,False,False,False,False
2019-05-22,0.9971756343476378,3192510000,0.1165071318442952,0.9880858602303004,0.9811362371204403,0.9763992899830899,0.9955256330809058,False,False,False,False
2019-05-23,0.9880858602303004,3891980000,0.12071648127779824,1.0013535347808833,0.9861032371449628,0.9751332275072283,1.0181061851578885,True,False,False,True
2019-05-24,1.0013535347808833,2887390000,0.12085045818917678,0.991624381647948,0.9868367975202225,0.9711223399361654,1.0214680509260237,False,False,False,True
2019-05-28,0.991624381647948,4121410000,0.1207808736640234,0.9930880427064042,0.9820403298612969,1.0003140176777676,1.029735333054999,False,False,True,True
2019-05-29,0.9930880427064042,3700050000,0.12189155343640301,1.0020984398243635,0.98614095479012,1.015497553017944,1.0347895451703546,True,False,True,True
2019-05-30,1.0020984398243635,3273790000,0.12219526294386512,0.9868046441915334,1.005166985793478,1.0195886491254487,1.0368537682063634,False,True,True,True
2019-05-31,0.9868046441915334,3981020000,0.12691826839407053,0.9972347986599128,1.026921651417483,1.0440688066393897,1.0490250939296375,False,True,True,True
2019-06-03,0.9972347986599128,3966700000,0.12656165522902116,1.0214323452786531,1.0360873763413432,1.0518428100347974,1.052914062926998,True,True,True,True
2019-06-04,1.0214323452786531,3810430000,0.14332059478336825,1.0081618966421355,1.024995808466541,1.02941207946434,1.0408380213108266,True,True,True,True
2019-06-05,1.0081618966421355,3548830000,0.14292072226402264,1.0061355554376097,1.0214355218229751,1.018997576207916,1.0354935159138765,True,True,True,True
2019-06-06,1.0061355554376097,3396410000,0.14445059516245345,1.0104976630830425,1.014851467738589,1.0169334163299326,1.0389275151310537,True,True,True,True
2019-06-07,1.0104976630830425,3220250000,0.14820016480211173,1.0046600819951694,1.0022621757258106,1.0047470887538543,1.0268398449191531,True,True,True,True
2019-06-10,1.0046600819951694,3209210000,0.148192417760884,0.999650123149723,1.0017008864701582,1.0010184534057567,1.0203067138249855,False,True,True,True
2019-06-11,0.999650123149723,3548420000,0.1481131993717483,0.9979623802725144,1.000436632798747,1.0110994829713211,1.010971265403435,False,True,True,True
2019-06-12,0.9979623802725144,3034130000,0.14809218289004394,1.0040974498583253,1.003413384076893,1.0161883993555199,1.0117853769653868,True,True,True,True
2019-06-13,1.0040974498583253,3069810000,0.1472848603765135,0.9983884577609938,1.0090294780816425,1.021627865156105,1.0115090398528168,False,True,True,True
2019-06-14,0.9983884577609938,2922330000,0.14723798348964184,1.00093176953079,1.013675189990925,1.0219883753957424,1.0189748456864962,True,True,True,True
2019-06-17,1.00093176953079,2810140000,0.1442588139098215,1.0097173725719546,1.0223243484550135,1.0192686362110552,1.0258368602643209,True,True,True,True
2019-06-18,1.0097173725719546,3437620000,0.146788606169686,1.0029851769342817,1.0112106931711078,0.9998731899580157,1.0189392511352926,True,True,False,True
2019-06-19,1.0029851769342817,3287890000,0.13852044146912784,1.0094721950752783,1.006454897726263,0.99566712000164,1.0237009902749394,True,True,False,True
2019-06-20,1.0094721950752783,3905940000,0.14074383733402515,0.998740767319527,0.9875430745587611,0.9900953902605799,1.0122639784982632,False,False,False,True
2019-06-21,0.998740767319527,5000120000,0.14041023482143658,0.9982680666743492,0.9875680402377935,0.9970513072537842,1.0086393308162114,False,False,False,True
2019-06-24,0.9982680666743492,3136250000,0.14036518843440507,0.990503675284771,0.9930636426910212,1.0064440558846994,1.0116386847064014,False,False,True,True
2019-06-25,0.990503675284771,3578050000,0.12315970662910937,0.9987660160829236,1.0083568133050886,1.0190684792519313,1.0259445118565287,False,True,True,True
2019-06-26,0.9987660160829236,3478130000,0.12165760686730845,1.0038232124594169,1.0173485987274262,1.0281558662630672,1.0295595412145047,True,True,True,True
2019-06-27,1.0038232124594169,3122920000,0.12109256549713468,1.0057574224252288,1.016441475322402,1.022390355975548,1.0303768991972428,True,True,True,True
2019-06-28,1.0057574224252288,5420700000,0.11962079203108585,1.0076722778200804,1.018376754051996,1.011622294136843,1.0246587077123899,True,True,True,True
2019-07-01,1.0076722778200804,3513270000,0.11953713249035255,1.0029281490252435,1.0087979408500403,1.0051613686735281,1.0133959444461311,True,True,True,True
2019-07-02,1.0029281490252435,3206840000,0.1171927711989742,1.0076723589897107,1.000988896774649,1.0067473705100218,1.0038378612920913,True,True,True,True
2019-07-03,1.0076723589897107,1963720000,0.11679233053718495,0.998194150516386,0.9945958034861907,1.001365235561549,0.9997630031176772,False,False,True,False
2019-07-05,0.998194150516386,2434210000,0.11649982566450084,0.995164542654686,1.000889510134062,1.007811637869055,0.9953852481766715,False,True,True,False
2019-07-08,0.995164542654686,2904550000,0.11106694672737699,1.0012365799156573,1.0080512105378117,1.0128866412406126,1.003051126531024,True,True,True,True
2019-07-09,1.0012365799156573,3028210000,0.1110714841994405,1.0045106271584057,1.0114577984514856,1.0081922923315982,1.0086722176914584,True,True,True,True
2019-07-10,1.0045106271584057,3154240000,0.10702958384244862,1.0022852789944772,1.0070930516158996,0.9971099907452884,1.0088504445268571,True,True,False,True
2019-07-11,1.0022852789944772,3154620000,0.10347196238475924,1.0046201386041582,1.0013767079679057,0.9983999519985601,1.0012533709344618,True,True,False,True
2019-07-12,1.0046201386041582,2974960000,0.10363958250600933,1.0001758594716916,0.9902613669921726,0.987669928362151,1.0040115868165127,True,False,False,True
2019-07-15,1.0001758594716916,2874970000,0.09257590512871694,0.9965962246624422,0.9936336794612348,0.9902896194804763,1.0022127857213947,False,False,False,True
2019-07-16,0.9965962246624422,3290650000,0.09294253414041588,0.993468795355588,0.9908689631296521,1.0004760256188334,1.0030425693399558,False,False,True,True
2019-07-17,0.993468795355588,3181600000,0.0791531539453892,1.0035819355184592,1.0002043948237849,1.011774482143934,0.9986463031342776,True,True,True,False
2019-07-18,1.0035819355184592,3296580000,0.07719476562771374,0.9938232652557,1.0034589714568078,1.0028579918600653,0.9861273876418564,False,True,True,False
2019-07-19,0.9938232652557,3260360000,0.07960234113206162,1.0028287212634508,1.0144291660647515,1.016545667722678,0.9850299501782234,True,True,True,False
2019-07-22,1.0028287212634508,3003720000,0.07507636358374381,1.0068475023701604,1.006244493355176,1.0120400799991964,0.9530021473821041,True,True,True,False
2019-07-23,1.0068475023701604,3313660000,0.07619084066820342,1.0046881186636367,1.0067842966324738,1.0025653225618625,0.9588417119452205,True,True,True,False
2019-07-24,1.0046881186636367,3428980000,0.0766088404227704,0.9947376438951372,1.0004669554504633,0.9870245996105398,0.955099418458319,False,True,False,False
2019-07-25,0.9947376438951372,3645270000,0.07845922648530511,1.0073876291336932,1.003166126771583,0.9833170754443735,0.9781667093921776,True,True,False,False
2019-07-26,1.0073876291336932,3257590000,0.08000064704619436,0.9983839305189268,0.9849695623723506,0.9689972437587995,0.96456875070228,False,False,False,False
2019-07-29,0.9983839305189268,3203710000,0.08000219088853104,0.9974213580406294,0.9776859750345089,0.9416644322849949,0.9542299327699384,False,False,False,False
2019-07-30,0.9974213580406294,3634330000,0.08087085527594191,0.9891144903391104,0.9730749573540249,0.9563882675445878,0.9711733119163148,False,False,False,False
2019-07-31,0.9891144903391104,4623430000,0.08444321910449414,0.9910011475046806,0.9544890248894438,0.9676551312248776,0.9530999402760724,False,False,False,False
2019-08-01,0.9910011475046806,4762300000,0.08868850790836509,0.992717263234876,0.9756937390809736,0.9947622530099273,0.9641246495754274,False,False,False,False
2019-08-02,0.992717263234876,3874660000,0.08694506369447097,0.970222199485002,0.9836053273307073,0.9954298187275116,0.9852083013591172,False,False,False,False
2019-08-05,0.970222199485002,4513730000,0.12205874856788927,1.0130170068266344,1.0328149496966332,1.0133439259826909,1.027738914628402,True,True,True,True
2019-08-06,1.0130170068266344,4154240000,0.12878604877259764,1.0007668897934257,1.0127976903083868,1.0154592490032168,1.0065029478410836,True,True,True,True
2019-08-07,1.0007668897934257,4491750000,0.12609834265767272,1.018762266035132,0.9995561689054708,0.9849582868119751,1.014025756073204,True,False,False,True
2019-08-08,1.018762266035132,4106370000,0.13767121397000426,0.9933834565993552,0.9959939960995067,0.9692010796129453,0.9948469924338595,False,False,False,False
2019-08-09,0.9933834565993552,3350640000,0.13867981558227854,0.9876826615044626,0.9732581844345846,0.9897315539718704,0.9754886677059599,False,False,False,False
2019-08-12,0.9876826615044626,2851630000,0.14197524690948074,1.015131647413883,0.9878239150796128,1.0142054324071184,0.9985014049328755,True,False,True,False
2019-08-13,1.015131647413883,3853600000,0.14731448831778488,0.9707072363924656,0.9871374285792391,0.9911800486618004,0.98046693457995,False,False,False,False
2019-08-14,0.9707072363924656,4312530000,0.16901245730177922,1.0024642681123703,1.0292367809617686,1.0295113708371468,1.016665493205661,True,True,True,True
2019-08-15,1.0024642681123703,4038000000,0.1672311221853557,1.0144261834527322,1.018580559067285,1.0264608793369854,1.0270332911925835,True,True,True,True
2019-08-16,1.0144261834527322,3498150000,0.17358435836589234,1.01210587534791,1.0123758948723982,0.9856093440602627,1.0130786379938246,True,True,False,True
2019-08-19,1.01210587534791,3212880000,0.17731626351558302,0.9920852359208524,0.9997605732560323,0.9845159304294288,0.9940553759854975,False,False,False,False
2019-08-20,0.9920852359208524,3066300000,0.17850363794729088,1.0082468255582635,0.9815894446149123,0.9891915559677434,1.012849464404536,True,False,False,True
2019-08-21,1.0082468255582635,3011190000,0.17979967241997402,0.9994939184730016,0.9842533416768398,0.9875223547836675,1.0176342056400738,False,False,False,True
2019-08-22,0.9994939184730016,2890880000,0.1795773790210883,0.9740536102225492,0.9815973588326863,1.000557655792949,1.0190766178005097,False,False,True,True
2019-08-23,0.9740536102225492,3937300000,0.1929118815032656,1.0109830670399107,1.0143408579225952,1.0278703667929938,1.0461239643006417,True,True,True,True
2019-08-26,1.0109830670399107,2857600000,0.19639609258876525,0.9967968093163516,1.016050695182707,1.0096894781092145,1.035092656285827,False,True,True,True
2019-08-27,0.9967968093163516,3533630000,0.19637972195877967,1.0065454697542138,1.0199710019657326,1.023916407589678,1.045926333839869,True,True,True,True
2019-08-28,1.0065454697542138,3097420000,0.1970987013202022,1.012687244194824,1.0063470847732296,1.030492323247713,1.0421165259666056,True,True,True,True
2019-08-29,1.012687244194824,3176190000,0.20068009927048466,1.0006428273461492,1.0045134686006199,1.0185086405569348,1.028315176880099,True,True,True,True
2019-08-30,1.0006428273461492,3008450000,0.20003995034245764,0.9931008795609712,1.016928302454159,1.0177586572172517,1.024432249202107,False,True,True,True
2019-09-03,0.9931008795609712,3426790000,0.20062400387545787,1.010842075925499,1.024925419868078,1.0251593967525376,1.034212237679224,True,True,True,True
2019-09-04,1.010842075925499,3163260000,0.2022766754239004,1.0130098237444598,1.0138369789432833,1.021495823376835,1.023470103275262,True,True,True,True
2019-09-05,1.0130098237444598,3890700000,0.20560625097350155,1.00091061827957,1.0011391129032254,1.0112802419354836,1.0103461021505373,True,True,True,True
2019-09-06,1.00091061827957,3208280000,0.2051162032546396,0.9999059995769979,1.0074596049967934,1.009628329041766,1.0044851630403766,False,True,True,True
2019-09-09,0.9999059995769979,4002890000,0.2038545223924834,1.0003223174625555,1.0104551726916529,1.006557145878869,1.0044822272136662,True,True,True,True
2019-09-10,1.0003223174625555,4390770000,0.20383527553410846,1.0072296678179091,1.0093978968849329,1.0088306666800921,0.9957071749586326,True,True,True,False
2019-09-11,1.0072296678179091,3927550000,0.20489612094533066,1.0028791074766823,0.9990103068048906,1.001932734185736,0.9946483256857043,True,False,True,False
2019-09-12,1.0028791074766823,3791860000,0.2024425410524908,0.9992756440288812,0.9987141020145734,0.9990762800001332,0.9893838654691536,False,False,False,False
2019-09-13,0.9992756440288812,3520060000,0.20051412126159515,0.9968643907175324,0.9997805406016513,0.9949058818443901,0.9848373506595421,False,False,False,False
2019-09-16,0.9968643907175324,4274640000,0.19944041263295909,1.0025817555938037,1.0029453361619236,0.9979385982468081,0.9929218535270654,True,True,False,False
2019-09-17,1.0025817555938037,3671840000,0.1771036143629256,1.0003426822370831,0.9954652826296707,0.9869913830388929,0.9782247063911907,True,False,False,False
