Date,Volume,Adj Close(dividends and splits),30D avg price,30D annualised volatility,Annualised
2018-06-08,3123210000,2779.03,2710.095333333334,624.6382468929344,0.10017231711677459
2018-06-11,3232330000,2782.0,2713.8316666666674,646.0874845054475,0.10017348828149536
2018-06-12,3401010000,2786.85,2718.4583333333344,648.5190988973044,0.09596862714035233
2018-06-13,3779230000,2775.63,2722.4860000000012,639.9509951454644,0.09735821355594228
2018-06-14,3526890000,2782.49,2727.3800000000015,607.5247158191274,0.09381159944313876
2018-06-15,5428790000,2779.66,2732.377666666668,550.8768187999079,0.09341196116015973
2018-06-18,3287150000,2773.75,2736.055333333335,522.9651080917802,0.08808420906551662
2018-06-19,3661470000,2762.59,2739.0540000000015,492.25009863720794,0.0892039453297444
2018-06-20,3327600000,2767.32,2742.2340000000017,455.4697109518302,0.08912123835607645
2018-06-21,3300060000,2749.76,2743.966333333335,435.88773067202095,0.08794107988745607
2018-06-22,5450550000,2754.88,2745.026666666668,432.3720973166392,0.08407948120063624
2018-06-25,3655080000,2717.07,2744.6716666666684,437.15176369712486,0.0933775956725793
2018-06-26,3555090000,2723.06,2744.4360000000015,439.668394723432,0.09357846685418514
2018-06-27,3776090000,2699.63,2744.0420000000017,448.61785446358186,0.09481781475524353
2018-06-28,3428140000,2716.31,2743.8370000000014,451.53342294902114,0.09582431104435446
2018-06-29,3565620000,2718.37,2743.7783333333346,452.3644457583583,0.0958216947465737
2018-07-02,3073650000,2726.71,2744.2363333333346,445.9401670535892,0.09588724202603813
2018-07-03,1911470000,2713.22,2743.576666666668,453.88719898996555,0.09449195343860119
2018-07-05,2953420000,2736.61,2743.9823333333347,450.7883986835127,0.09744245393640777
2018-07-06,2554780000,2759.82,2744.8666666666686,451.8766387351099,0.10002652373753701
2018-07-09,3050040000,2784.17,2746.747000000002,462.7647641774313,0.10270245037885391
2018-07-10,3063850000,2793.84,2749.164000000002,475.69535472283036,0.1025830157652622
2018-07-11,2964740000,2774.02,2751.9693333333353,446.14113393368433,0.0986055163935901
2018-07-12,2821690000,2798.29,2754.4453333333354,457.48811913577504,0.09515678247637516
2018-07-13,2614000000,2801.31,2757.6466666666684,452.43266332286214,0.09224325923553212
2018-07-16,2812230000,2798.43,2759.7736666666683,461.9109873185013,0.08773750855693688
2018-07-17,3050730000,2809.55,2761.863000000002,481.98248351205274,0.08756440500410499
2018-07-18,3089780000,2815.62,2764.090333333335,504.6211508257641,0.08765697342854595
2018-07-19,3266700000,2804.49,2765.161666666668,517.6225893981053,0.08552069167060998
2018-07-20,3230210000,2801.83,2766.2103333333353,528.294011804971,0.08554986635105778
2018-07-23,2907430000,2806.98,2767.1420000000016,540.2627500533387,0.08527301797217714
2018-07-24,3417530000,2820.4,2768.4220000000014,560.5228451636619,0.08621930410230241
2018-07-25,3553010000,2846.07,2770.3960000000015,602.1718018524497,0.08972867844866164
2018-07-26,3653330000,2837.44,2772.456333333335,632.7126681192937,0.08931751687997441
2018-07-27,3415710000,2818.82,2773.667333333335,646.333798756637,0.09161230094480667
2018-07-30,3245770000,2802.6,2774.4320000000016,651.5803789768361,0.09328439022131578
2018-07-31,3892100000,2816.29,2775.8500000000013,662.7622879205366,0.09391687286514493
2018-08-01,3496990000,2813.36,2777.542333333335,670.2280967376391,0.09305563821479847
2018-08-02,3467380000,2827.22,2779.5390000000016,684.6191095492463,0.09384528170515875
2018-08-03,3030390000,2840.35,2782.5586666666686,700.5387341517209,0.09203189876288918
2018-08-06,2874540000,2850.4,2785.742666666668,722.1136596905772,0.09228083322417256
2018-08-07,3162770000,2858.45,2790.4553333333342,721.5366830964172,0.08085303100104166
2018-08-08,2972200000,2857.7,2794.9433333333345,717.7660205252599,0.08103645451167296
2018-08-09,3047050000,2853.58,2800.075000000001,677.6857864974437,0.07566241471021268
2018-08-10,3256040000,2833.28,2803.974000000001,635.5346726871397,0.07881398150859957
2018-08-13,3158450000,2821.93,2807.426000000001,583.0277704818715,0.08035516304944688
2018-08-14,2976970000,2839.96,2811.201000000001,537.3921457287838,0.08157206220503951
2018-08-15,3645070000,2818.37,2814.7060000000006,450.1235932894514,0.08369405495316976
2018-08-16,3219880000,2840.69,2818.175333333334,390.3106686659,0.08318280111908316
2018-08-17,3024100000,2850.13,2821.185666666667,359.5299161135605,0.08059382178228419
2018-08-20,2748020000,2857.05,2823.6150000000007,356.36233944167645,0.07732416053182577
2018-08-21,3147140000,2862.96,2825.9190000000012,362.4338381495153,0.07702030712714418
2018-08-22,2689560000,2861.82,2828.845666666668,341.9351985007018,0.07339637591413817
2018-08-23,2713910000,2856.98,2830.8020000000015,338.6548214453669,0.07003991267099353
2018-08-24,2596190000,2874.69,2833.2480000000014,349.72413199832454,0.0718287103432004
2018-08-27,2854080000,2896.74,2836.525000000002,379.47742707831117,0.07421365026070738
2018-08-28,2683190000,2897.52,2839.457333333335,409.5942266833286,0.07376943828599214
2018-08-29,2791860000,2914.04,2842.738000000002,456.4656784981659,0.07494189573703285
2018-08-30,2802180000,2901.13,2845.959333333335,471.7754065828785,0.07523688729616913
2018-08-31,2880260000,2901.52,2849.2823333333354,479.1618245989408,0.07504078590901328
2018-09-04,3077060000,2896.72,2852.2736666666688,480.9032813920806,0.07545488882432025
2018-09-05,3241250000,2888.6,2854.5470000000028,482.2442473855181,0.07540698978274411
2018-09-06,3139590000,2878.05,2855.6130000000026,486.2498645175331,0.07220939567445299
2018-09-07,2946270000,2871.68,2856.7543333333356,485.25533416870263,0.0719112563028095
2018-09-10,2731400000,2877.13,2858.698000000002,474.9642387466042,0.06890090133065517
2018-09-11,2899660000,2887.89,2861.541000000002,451.1572161803286,0.0666400102920598
2018-09-12,3264930000,2888.92,2863.962000000002,436.7325493012469,0.06563584092978676
2018-09-13,3254930000,2904.18,2866.9893333333353,424.44218610554884,0.06659827068526565
2018-09-14,3149800000,2904.98,2869.581333333335,420.9487815905928,0.06561371839642527
2018-09-17,2947760000,2888.8,2871.1963333333347,415.0933252587009,0.06722481900745918
2018-09-18,3074610000,2904.31,2872.9933333333347,420.9879057315705,0.06812992481820103
2018-09-19,3280020000,2907.95,2874.643333333335,430.46676776675923,0.06784255543826322
2018-09-20,3337730000,2930.75,2877.078333333335,456.7450319981654,0.07096006477187415
2018-09-21,5607610000,2929.67,2879.614666666668,475.5790184227707,0.07072648438346146
2018-09-24,3372210000,2919.37,2882.4843333333347,468.0883223773364,0.06790183569999658
2018-09-25,3285480000,2915.56,2885.605333333335,440.69310056783513,0.06660799834189698
2018-09-26,3388620000,2905.97,2887.805666666668,422.4301049565538,0.06582792820589438
2018-09-27,3060850000,2914.0,2890.9933333333347,373.9853991984161,0.061047646281044025
2018-09-28,3432300000,2913.98,2893.4363333333345,347.7243072218342,0.05760127700905155
2018-10-01,3364190000,2924.59,2895.9183333333344,333.8309455808175,0.0577268503213971
2018-10-02,3401880000,2923.43,2898.1310000000008,321.89446520902794,0.05764331274640055
2018-10-03,3598710000,2925.51,2900.2160000000003,313.4446084834987,0.05751215368436783
2018-10-04,3496860000,2901.61,2901.5423333333333,291.5391314855876,0.06298352410498198
2018-10-05,3328980000,2885.57,2902.4953333333337,264.04400940345425,0.06507343673227393
2018-10-08,3330320000,2884.43,2902.82,256.53341560880483,0.06267679267385291
2018-10-09,3520500000,2880.34,2902.273333333333,264.19989234862373,0.05856339130876595
2018-10-10,4501250000,2785.68,2898.545333333333,429.0797198557812,0.11131561304915157
2018-10-11,4890630000,2728.37,2892.3563333333327,650.9125055551488,0.12247002648993184
2018-10-12,3966040000,2767.13,2887.8896666666665,744.3689494616062,0.13108025392027914
2018-10-15,3300140000,2750.79,2882.8653333333327,842.1540320440816,0.13157695120528792
2018-10-16,3428340000,2809.92,2879.9719999999993,866.9549761080189,0.14781717015914772
2018-10-17,3321710000,2809.21,2877.3256666666657,890.3088170779496,0.14772732059100901
2018-10-18,3616440000,2768.78,2873.6833333333325,944.2296808253664,0.15267114300075435
2018-10-19,3566490000,2767.78,2870.2199999999993,992.9083008393673,0.15266336518570572
2018-10-22,3307140000,2755.88,2866.1783333333324,1046.3264217942199,0.15263335593931754
2018-10-23,4348580000,2740.69,2861.271666666666,1105.1087288587862,0.15228672463590828
2018-10-24,4709310000,2656.1,2853.5109999999995,1250.8862799663998,0.17396726724225006
2018-10-25,4634770000,2705.57,2846.8906666666667,1311.9328805770629,0.18335738595642748
2018-10-26,4803150000,2658.69,2838.681,1407.8561018851012,0.1882466560676206
2018-10-29,4673700000,2641.25,2830.4293333333335,1510.3624873775184,0.18839135467049378
2018-10-30,5106380000,2682.63,2823.0400000000004,1552.2086883512427,0.19458763555601774
2018-10-31,5112420000,2711.74,2816.4996666666675,1563.072435654237,0.19818152659329635
2018-11-01,4708420000,2740.37,2810.153666666667,1539.361103543313,0.19953559006174326
2018-11-02,4237930000,2723.06,2803.2666666666673,1516.2642330457536,0.19981618127636974
2018-11-05,3623320000,2738.31,2797.231333333334,1486.3007716702682,0.20109974394516114
2018-11-06,3510860000,2755.45,2791.894333333334,1447.4682222518838,0.2025344411787443
2018-11-07,3914750000,2813.89,2788.8250000000003,1408.4856270501903,0.21313893817042784
2018-11-08,3630490000,2806.83,2785.252666666667,1359.104729422788,0.21288080876928114
2018-11-09,4019090000,2781.01,2780.820333333334,1303.1526327249699,0.214111281486337
2018-11-12,3670930000,2726.22,2774.2080000000005,1238.1847672627403,0.21988233802912724
2018-11-13,4091440000,2722.18,2767.4996666666675,1162.496380173283,0.2198255372252849
2018-11-14,4402370000,2701.58,2760.035333333334,1075.953669906362,0.22015532329719717
2018-11-15,4179140000,2730.2,2754.3216666666676,991.327789030249,0.2227008059290179
2018-11-16,3975180000,2736.27,2749.3450000000007,910.7232167785534,0.22274633079787048
2018-11-19,3772900000,2690.73,2742.8883333333342,830.5635171750873,0.22687542213702777
2018-11-20,4357900000,2641.89,2734.940000000001,773.196843759856,0.23150074831133136
