Date,Open,Adj Close(dividends and splits),Change,Close to Open Change,Formatted Change,Volume,30D avg price,30D annualised volatility,Annualised
2017-01-31,2274.02,2278.87,-0.0008899995615766487,-0.0030163531939147305,0.9991100004384234,4087450000,,,
2017-02-01,2285.59,2279.55,0.00029839350204285964,0.0029488299025395284,1.0002983935020429,3916610000,,,
2017-02-02,2276.69,2280.85,0.0005702879954376794,-0.001254633589962987,1.0005702879954377,3807710000,,,
2017-02-03,2288.54,2297.42,0.007264835478001608,0.003371550080014054,1.0072648354780016,3597970000,,,
2017-02-06,2294.28,2292.56,-0.002115416423640437,-0.0013667505288540505,0.9978845835763596,3109050000,,,
2017-02-07,2295.87,2293.08,0.00022682067208701362,0.0014438008165543958,1.000226820672087,3448690000,,,
2017-02-08,2289.55,2294.67,0.0006933905489561187,-0.001539414237619161,1.0006933905489561,3609740000,,,
2017-02-09,2296.7,2307.87,0.0057524611382027135,0.0008846587962538165,1.0057524611382027,3677940000,,,
2017-02-10,2312.27,2316.1,0.0035660587468098193,0.001906519864637129,1.0035660587468098,3475020000,,,
2017-02-13,2321.72,2328.25,0.005245887483269263,0.0024264928111911795,1.0052458874832693,3349730000,,,
2017-02-14,2326.12,2337.58,0.004007301621389514,-0.0009148502093847779,1.0040073016213895,3520910000,2284.341666666667,305.0475341251929,
2017-02-15,2335.58,2349.25,0.004992342508064018,-0.0008555856911849006,1.004992342508064,3775590000,2287.3890000000006,348.045688124515,0.05768741194373192
2017-02-16,2349.64,2347.22,-0.0008641055656061214,0.00016601042886022036,0.9991358944343939,3672370000,2289.9380000000006,384.89347933305095,0.0564756297113818
2017-02-17,2343.01,2351.16,0.0016785814708464297,-0.0017936111655488544,1.0016785814708464,3513060000,2292.676666666667,418.26807599086743,0.05621210824673208
2017-02-21,2354.91,2365.38,0.00604807839534538,0.0015949573827387332,1.0060480783953454,3579780000,2295.6233333333344,465.2689665722092,0.0575835984748829
2017-02-22,2361.11,2362.82,-0.0010822785345272479,-0.0018052067743871943,0.9989177214654728,3468670000,2298.7540000000013,496.9424231631965,0.056215115380451756
2017-02-23,2367.5,2363.81,0.00041899086684549225,0.0019806840978152528,1.0004189908668455,4015260000,2301.917666666668,522.8526678757863,0.056140163879643386
2017-02-24,2355.73,2367.34,0.001493351834538359,-0.003418210431464427,1.0014933518345384,3831570000,2304.985000000001,549.5154821890981,0.05597222379749189
2017-02-27,2365.23,2369.75,0.001018020225231675,-0.0008912957158668071,1.0010180202252317,3582610000,2308.2953333333344,570.2538828711779,0.05500915550643966
2017-02-28,2366.08,2363.64,-0.0025783310475788745,-0.001548686570313355,0.9974216689524211,4210140000,2311.262000000001,582.8114737753003,0.05620236030171752
2017-03-01,2380.13,2395.96,0.013673825117192173,0.006976527728418979,1.0136738251171922,4345180000,2315.5310000000013,617.1785490953553,0.06522810446747822
2017-03-02,2394.75,2381.92,-0.0058598641045760624,-0.0005050167782433916,0.9941401358954239,3821320000,2319.198666666668,631.7851710870696,0.06894299895358347
2017-03-03,2380.92,2383.12,0.0005037952576072424,-0.00041982938133942367,1.0005037952576072,3555260000,2323.179666666668,635.4145973478721,0.06725926336399421
2017-03-06,2375.23,2375.31,-0.0032772164221692712,-0.0033107858605524996,0.9967227835778307,3232700000,2326.6463333333345,633.1306112774449,0.06859248814371077
2017-03-07,2370.74,2368.39,-0.0029133039476952893,-0.0019239593989837805,0.9970866960523047,3518390000,2330.086000000001,616.5249190433246,0.06871399510773284
2017-03-08,2369.81,2362.98,-0.0022842521713062336,0.0005995634164981581,0.9977157478286938,3812100000,2332.8496666666674,604.7943138861046,0.06782127135530584
2017-03-09,2363.49,2364.87,0.0007998374933346764,0.00021582916486799023,1.0007998374933347,3716340000,2335.066333333334,602.5562870591272,0.06466146240935348
2017-03-10,2372.52,2372.6,0.0032686786165836423,0.0032348501186112094,1.0032686786165836,3432950000,2337.597000000001,600.7012827308434,0.06479087524651254
2017-03-13,2371.56,2373.47,0.00036668633566550035,-0.00043833768861163436,1.0003666863356655,3133900000,2340.223000000001,595.1714667903501,0.06456503748882629
2017-03-14,2368.55,2365.45,-0.0033790189048102937,-0.00207291434060663,0.9966209810951897,3172630000,2343.0413333333345,571.9333285523433,0.06245159939556468
2017-03-15,2370.34,2385.26,0.008374727853051489,0.0020672599294004643,1.0083747278530515,3906840000,2346.5876666666677,550.9392890778912,0.06543119869158119
2017-03-16,2387.71,2381.38,-0.001626657052061442,0.0010271416952448865,0.9983733429479386,3365660000,2349.9820000000013,521.5340012243694,0.06598170117417536
2017-03-17,2383.71,2378.25,-0.0013143639402364293,0.0009784242750001794,0.9986856360597636,5178040000,2353.228666666668,484.4209564133354,0.06642863014963409
2017-03-20,2378.24,2373.47,-0.00200988121517931,-4.204772416784728e-06,0.9979901187848207,3054930000,2355.7636666666676,457.6940044645061,0.06473424937276685
2017-03-21,2379.32,2344.02,-0.012407993359932812,0.0024647457098679842,0.9875920066400672,4265590000,2357.479000000001,418.5720768336371,0.07519649844248591
2017-03-22,2343.0,2348.45,0.0018899156150544716,-0.0004351498707348836,1.0018899156150545,3572730000,2359.324666666668,372.80684584508555,0.07525021402163751
2017-03-23,2345.97,2345.96,-0.0010602737976110888,-0.0010560156699099485,0.9989397262023889,3260600000,2361.034333333335,321.6369597071373,0.07544451275668546
2017-03-24,2350.42,2343.98,-0.0008440041603438031,0.0019011406844106618,0.9991559958396562,2975130000,2362.2380000000016,284.67382705898586,0.07405179932873053
2017-03-27,2329.11,2341.59,-0.0010196332733214408,-0.006343910784221662,0.9989803667266786,3240230000,2363.0876666666677,257.0173813014008,0.0736084193574696
2017-03-28,2339.79,2358.57,0.007251482966702083,-0.0007687084416999482,1.007251482966702,3367780000,2364.0983333333347,235.42024201779927,0.07497837288185139
2017-03-29,2356.54,2361.13,0.0010854034436120763,-0.0008606910119268031,1.001085403443612,3106940000,2364.8833333333346,221.87351065647633,0.07424574569214407
2017-03-30,2361.31,2368.06,0.0029350353432466836,7.62346842401038e-05,1.0029350353432467,3158420000,2365.5103333333345,217.00068625029377,0.07336082873182659
2017-03-31,2364.82,2362.72,-0.002255010430479043,-0.0013682085757961292,0.997744989569521,3354110000,2366.0270000000014,210.19124732915984,0.07365884821872966
2017-04-03,2362.34,2358.84,-0.0016421751202002621,-0.00016083158393701092,0.9983578248797997,3416400000,2366.2830000000013,206.61913750865986,0.0737200391715845
2017-04-04,2354.76,2360.16,0.0005595970900948988,-0.0017296637330212845,1.000559597090095,3206240000,2366.1090000000013,207.36989826110852,0.07156913531362848
2017-04-05,2366.59,2352.95,-0.0030548776354145657,0.0027243915666735692,0.9969451223645854,3770520000,2365.7800000000007,210.67688841052285,0.07203986137952195
2017-04-06,2353.79,2357.49,0.0019294927644020188,0.0003569986612550822,1.001929492764402,3201920000,2365.5693333333343,211.98265692234614,0.07227245737226208
2017-04-07,2356.59,2355.54,-0.0008271509105022279,-0.0003817619586932018,0.9991728490894978,3053150000,2365.176000000001,213.8764639757109,0.0721465139048076
2017-04-10,2357.16,2357.16,0.0006877403907383783,0.0006877403907383831,1.0006877403907384,2785410000,2364.756333333334,214.64806881705533,0.07210612673325445
2017-04-11,2353.92,2353.78,-0.0014339289653649834,-0.00137453545792385,0.998566071034635,3117420000,2364.427666666668,216.98325503801246,0.07184947911971154
2017-04-12,2352.15,2344.93,-0.0037599095922304926,-0.0006925031226368263,0.9962400904077695,3196950000,2362.7266666666674,202.4620548867367,0.05944073197149308
2017-04-13,2341.98,2328.95,-0.006814702357852864,-0.0012580332888401011,0.9931852976421471,3143890000,2360.9610000000007,216.54269952740103,0.06021883943307693
2017-04-17,2332.62,2349.01,0.008613323600764389,0.0015758174284549145,1.0086133236007644,2824710000,2359.8240000000005,208.63373594360618,0.06598762076469332
2017-04-18,2342.53,2342.19,-0.0029033507733046138,-0.002758608945896364,0.9970966492266954,3269840000,2358.7200000000007,209.35257441403934,0.06585828547286476
2017-04-19,2346.79,2338.17,-0.0017163423974997372,0.0019639738876862716,0.9982836576025003,3519900000,2357.7126666666672,215.45550885953978,0.06556146834972
2017-04-20,2342.69,2355.84,0.007557192163101911,0.0019331357429100457,1.007557192163102,3647420000,2357.4746666666674,214.93182785757676,0.0692313153968759
2017-04-21,2354.74,2348.69,-0.0030350108666123976,-0.0004669247487097442,0.9969649891333876,3503360000,2356.9353333333343,215.2096639414343,0.06969282244688531
2017-04-24,2370.33,2374.15,0.010840085324159476,0.009213646756276849,1.0108400853241595,3690650000,2356.9870000000005,216.23448884054085,0.07614213342143498
2017-04-25,2381.51,2388.61,0.006090600846618832,0.0031000568624560904,1.0060906008466188,3995240000,2357.4916666666672,230.26039875426932,0.07814116474543316
2017-04-26,2388.98,2387.45,-0.0004856380907726221,0.00015490180481530716,0.9995143619092274,4105920000,2358.2250000000004,245.2106825174674,0.07742869025075441
2017-04-27,2389.7,2388.77,0.0005528911600243269,0.0009424281136777734,1.0005528911600243,4098460000,2358.342000000001,248.75879873953664,0.07358121822212375
2017-04-28,2393.68,2384.2,-0.0019131184668260692,0.002055451131753938,0.9980868815331739,3718270000,2358.4360000000006,251.15099949273392,0.07364291544061972
2017-05-01,2388.5,2388.33,0.00173223722842053,0.0018035399714789791,1.0017322372284205,3199240000,2358.7720000000004,259.6178020674569,0.0736818427852043
2017-05-02,2391.05,2391.17,0.001189115406999841,0.0011388710940281514,1.0011891154069998,3813680000,2359.3620000000005,273.04641854705204,0.07344941573385944
2017-05-03,2386.5,2388.13,-0.0012713441536987835,-0.0019530188150570945,0.9987286558463012,3893990000,2360.8323333333337,281.31292533403644,0.0631280547191235
2017-05-04,2389.79,2389.52,0.000582045366039452,0.0006951045378601057,1.0005820453660395,4362540000,2362.201333333334,290.632934137738,0.06301480004847695
2017-05-05,2392.37,2399.29,0.004088687267735702,0.0011927081589607573,1.0040886872677357,3540140000,2363.9790000000003,305.45826913128917,0.06361035448109444
2017-05-08,2399.94,2399.38,3.751109703298283e-05,0.00027091347857078176,1.000037511097033,3429440000,2365.825666666667,315.95946754672156,0.06346867361818861
2017-05-09,2401.58,2396.92,-0.0010252648600889147,0.0009169035334127225,0.9989747351399111,3653590000,2367.6700000000005,319.7518876922433,0.06347006842780939
2017-05-10,2396.79,2399.63,0.0011306176259533451,-5.423626987972445e-05,1.0011306176259533,3643530000,2369.0386666666673,331.52574278575923,0.0604601722802056
2017-05-11,2394.84,2394.44,-0.002162833436821554,-0.001996141071748546,0.9978371665631784,3727420000,2370.1490000000003,338.6018665875096,0.06095628662112119
2017-05-12,2392.44,2390.9,-0.0014784250179582514,-0.0008352683717278361,0.9985215749820417,3305630000,2370.9103333333337,343.8080863404718,0.06074977324087151
2017-05-15,2393.98,2402.32,0.004776444016897363,0.001288217825923262,1.0047764440168974,3473600000,2372.230333333334,354.59806454339883,0.06156547358462318
2017-05-16,2404.55,2400.67,-0.0006868360584768585,0.0009282693396383571,0.9993131639415231,3420790000,2373.6246666666675,361.5290026883333,0.06133014675111393
2017-05-17,2382.95,2357.03,-0.01817825856948263,-0.007381272728030197,0.9818217414305174,4163000000,2373.520333333334,362.65404239795737,0.08198573904192988
2017-05-18,2354.69,2365.72,0.0036868431882495223,-0.0009927748055816622,1.0036868431882495,4319420000,2373.946000000001,358.2213208695294,0.08215343127869401
2017-05-19,2371.37,2381.73,0.00676749573068669,0.002388279255364156,1.0067674957306867,3825160000,2374.7540000000004,355.4232317635333,0.08421264541768556
2017-05-22,2387.21,2394.02,0.005160114706536767,0.0023008485428659075,1.0051601147065368,3172830000,2376.0366666666673,354.84386130161676,0.08526377547701848
2017-05-23,2397.04,2398.42,0.0018379127993919386,0.0012614765123098311,1.001837912799392,3213570000,2377.4120000000007,355.91898497773195,0.08534454748544851
2017-05-24,2401.41,2404.39,0.0024891386829661855,0.0012466540472476804,1.0024891386829662,3389900000,2379.0990000000006,356.9424668042009,0.08529245058630018
2017-05-25,2409.54,2415.07,0.004441875070184231,0.002141915413056988,1.0044418750701842,3535390000,2381.437000000001,356.48455320599044,0.08485759044591852
2017-05-26,2414.5,2415.82,0.0003105500047617671,-0.0002360180036190105,1.0003105500047618,2805040000,2384.332666666668,333.5104362033403,0.08160859314211634
2017-05-30,2411.67,2412.91,-0.0012045599423798903,-0.0017178432167959908,0.9987954400576201,3203160000,2386.462666666668,326.03836261691885,0.07880718824868224
2017-05-31,2415.63,2411.8,-0.00046002544645251664,0.0011272695624786066,0.9995399745535475,4516110000,2388.7830000000017,305.6856876822715,0.07809557561543747
2017-06-01,2415.65,2430.06,0.007571108715482167,0.0015963181026618744,1.0075711087154822,3857140000,2391.846000000002,289.03846148075615,0.07991805404143416
2017-06-02,2431.28,2439.07,0.003707727381216941,0.0005020452169906317,1.003707727381217,3461680000,2394.620333333335,299.41614802004545,0.07805527419350446
2017-06-05,2437.83,2436.1,-0.0012176772294358873,-0.000508390493097876,0.9987823227705641,2912600000,2397.534000000002,289.92474256794907,0.07737936539705234
2017-06-06,2431.92,2429.33,-0.0027790320594393014,-0.0017158573129181219,0.9972209679405607,3357840000,2399.3733333333357,295.3098682564514,0.07260201741988297
2017-06-07,2432.03,2433.14,0.001568333655781684,0.0011114175513414286,1.0015683336557817,3572300000,2400.857666666669,309.0868854545388,0.07088844274035885
2017-06-08,2434.27,2433.79,0.0002671445128517025,0.00046442046080377996,1.0002671445128517,3728860000,2402.4023333333357,320.58519048762486,0.07081944257000038
2017-06-09,2436.39,2431.77,-0.0008299812227020587,0.0010682926628837776,0.9991700187772979,4027340000,2403.8356666666687,328.81435588466695,0.07094932895017703
2017-06-12,2425.88,2429.39,-0.000978710980068076,-0.0024221040641178534,0.9990212890199319,4027750000,2405.3420000000024,331.438591647215,0.0707124853135401
2017-06-13,2434.15,2440.35,0.004511420562363311,0.0019593395873038987,1.0045114205623633,3275500000,2407.0760000000023,342.3485756097938,0.07154088015881567
2017-06-14,2443.75,2437.92,-0.0009957588050893973,0.0013932427725531547,0.9990042411949106,3555590000,2408.6343333333357,350.19697523455824,0.07169868345851826
2017-06-15,2424.14,2432.46,-0.002239614097263254,-0.005652359388331118,0.9977603859027367,3353050000,2410.1120000000024,351.2095168846225,0.0719791774135367
2017-06-16,2431.24,2433.15,0.00028366345181418673,-0.0005015498713237853,1.0002836634518142,5284720000,2411.5663333333355,351.7443602841542,0.07198585699177888
2017-06-19,2442.55,2453.46,0.00834720424141544,0.003863304769537468,1.0083472042414154,3264700000,2413.3720000000026,369.8858801902592,0.07477639693932013
2017-06-20,2450.66,2437.03,-0.006696665117833511,-0.0011412454248286834,0.9933033348821665,3416510000,2414.627000000002,373.58714315356224,0.07782316807664466
2017-06-21,2439.31,2435.61,-0.0005826764545369123,0.0009355650115098071,0.9994173235454631,3594820000,2415.9166666666692,374.4798583046183,0.07775681234183643
2017-06-22,2437.4,2434.5,-0.00045573798760889517,0.0007349288268647129,0.9995442620123911,3468210000,2417.0790000000025,374.93849717444715,0.07778901289452612
2017-06-23,2434.65,2438.3,0.0015608954610804027,6.161429451636515e-05,1.0015608954610804,5278330000,2418.5410000000024,373.4718560065139,0.07743224733477422
2017-06-26,2443.32,2439.07,0.00031579379075585834,0.002058811467005693,1.0003157937907559,3238970000,2420.1466666666693,368.5541755338455,0.07718458764779454
2017-06-27,2436.34,2419.38,-0.008072749039592986,-0.001119279069481408,0.991927250960407,3563910000,2420.715333333336,364.6799963009395,0.08017967149738324
2017-06-28,2428.7,2440.69,0.0088080417296994,0.0038522266035098695,1.0088080417296994,3500800000,2422.049333333336,364.0096328698639,0.08385554144520993
2017-06-29,2442.38,2419.7,-0.008600027041533398,0.0006924271415050885,0.9913999729584666,3900280000,2424.138333333336,307.6974306146879,0.06842779521731614
2017-06-30,2429.2,2423.41,0.0015332479232963436,0.003926106542133323,1.0015332479232963,3361590000,2426.0613333333363,253.10690597804177,0.06794424086781506
2017-07-03,2431.39,2429.01,0.0023107934687074394,0.003292880692907935,1.0023107934687074,1962290000,2427.6373333333363,215.43832289956555,0.06574195548695168
2017-07-05,2430.78,2432.54,0.0014532669688471778,0.0007286919362209219,1.0014532669688472,3367220000,2428.921333333336,190.71536843481135,0.06440309222786335
2017-07-06,2423.44,2409.75,-0.00936880791271677,-0.003740945678179972,0.9906311920872832,3364520000,2429.2990000000023,177.32655355154037,0.07035597331868476
2017-07-07,2413.52,2425.18,0.006403153854134258,0.0015644776429090078,1.0064031538541343,2901330000,2429.9920000000025,161.47870517870592,0.07236457885268455
2017-07-10,2424.51,2427.43,0.0009277661864273146,-0.00027626815329155694,1.0009277661864273,2999130000,2430.404000000002,155.41321621335064,0.07132481293639703
2017-07-11,2427.35,2425.53,-0.0007827208199616686,-3.295666610362698e-05,0.9992172791800383,3106750000,2430.727666666668,149.94718721299193,0.07137777852171312
2017-07-12,2435.75,2443.25,0.007305619802682184,0.004213512098386662,1.0073056198026822,3171620000,2431.7390000000014,144.29637298468808,0.07418735212791507
2017-07-13,2444.99,2447.83,0.00187455233807432,0.0007121661721067356,1.0018745523380743,3067670000,2432.9400000000014,138.71070813642555,0.0742532759561154
2017-07-14,2449.16,2459.27,0.0046735271648765675,0.0005433383854270629,1.0046735271648766,2736640000,2433.913666666668,157.94211593116057,0.07230656689252726
2017-07-17,2459.5,2459.14,-5.286121491343554e-05,9.352368792365954e-05,0.9999471387850866,2793170000,2434.582666666668,173.57366285196156,0.07163379332180848
2017-07-18,2455.88,2460.61,0.0005977699520971491,-0.0013256666964872937,1.0005977699520971,2962130000,2435.3996666666676,189.26269322526525,0.07149640408885108
2017-07-19,2463.85,2473.83,0.0053726514969865136,0.0013167466603808736,1.0053726514969865,3059760000,2436.883000000001,218.5413288744052,0.07230169760495185
2017-07-20,2475.56,2473.45,-0.00015360796821128897,0.0006993204868564203,0.9998463920317887,3182780000,2438.226666666668,242.46080835093937,0.0722766980067266
2017-07-21,2467.4,2472.54,-0.0003679071741898854,-0.002445976267965687,0.9996320928258101,3059570000,2439.5183333333343,261.5578388596872,0.07232231720246739
2017-07-24,2472.04,2469.91,-0.0010636834995592093,-0.00020222119763482088,0.9989363165004408,3010240000,2440.789666666668,274.7647812320606,0.07236385362081854
2017-07-25,2477.88,2477.13,0.002923183435833865,0.003226838224874694,1.0029231834358339,4108060000,2442.381000000001,291.8595879244562,0.07254087878716309
2017-07-26,2479.97,2477.83,0.0002825850883885206,0.0011464880728906802,1.0002825850883885,3557020000,2443.6303333333344,309.2878540241792,0.07161888943288838
2017-07-27,2482.76,2475.42,-0.0009726252406339064,0.0019896441644504633,0.9990273747593661,3995520000,2444.8803333333344,322.1023355673118,0.07161467173107888
2017-07-28,2469.12,2472.1,-0.0013411865461215866,-0.002545022662820928,0.9986588134538784,3294770000,2446.2016666666677,329.23019085800775,0.07136085352902256
2017-07-31,2475.94,2470.3,-0.0007281258848751415,0.001553335221067168,0.9992718741151249,3469210000,2447.4400000000014,334.00426869044,0.07145370498873989
2017-08-01,2477.1,2476.35,0.002449095251588762,0.002752702100959287,1.0024490952515888,3460860000,2448.2030000000013,344.0274405835533,0.06778650474230714
2017-08-02,2480.38,2477.57,0.0004926605689827834,0.00162739515819662,1.0004926605689828,3478580000,2449.554333333335,352.5453038356067,0.06444123448292081
2017-08-03,2476.03,2472.16,-0.0021835911800677232,-0.0006215767869323424,0.9978164088199323,3645020000,2450.7726666666686,355.88219875061907,0.0648532177542446
2017-08-04,2476.88,2476.83,0.0018890363083294837,0.0019092615364702345,1.0018890363083295,3235140000,2452.1836666666686,360.18363536509696,0.06490750667197134
2017-08-07,2477.14,2480.91,0.001647266869345021,0.00012515998271982553,1.001647266869345,2931780000,2453.6040000000016,367.0178301334311,0.06491929754901522
2017-08-08,2478.35,2474.92,-0.002414436638168982,-0.0010318794313376727,0.997585563361831,3344640000,2454.7990000000013,369.3813381784105,0.06549762448400837
2017-08-09,2465.35,2474.02,-0.0003636481179190021,-0.0038667916538717064,0.999636351882081,3308060000,2456.6203333333347,357.6128406801146,0.0603431172877664
2017-08-10,2465.38,2438.21,-0.01447441815345063,-0.003492291897397706,0.9855255818465494,3621070000,2456.5376666666684,358.6435772914447,0.07024842947123364
2017-08-11,2441.04,2441.32,0.0012755258980974293,0.0011606875535741085,1.0012755258980974,3159930000,2457.2583333333355,344.54342282763673,0.06543870692486115
2017-08-14,2454.96,2465.84,0.01004374682548792,0.00558714138253071,1.010043746825488,2822550000,2458.672666666668,329.95883123764855,0.07122021963835386
2017-08-15,2468.66,2464.61,-0.0004988158193557357,0.0011436265126689926,0.9995011841806443,2913100000,2459.859333333335,318.06643985178846,0.0710952164968497
2017-08-16,2468.63,2468.11,0.0014201029777529683,0.0016310897058763787,1.001420102977753,2953650000,2461.0450000000023,308.06789400590463,0.07109139636506641
2017-08-17,2462.95,2430.01,-0.015436913265616137,-0.0020906685682568074,0.9845630867343839,3142620000,2461.7203333333355,283.3593796333535,0.08002117516669872
2017-08-18,2427.64,2425.55,-0.0018353833934839914,-0.0009753046283761571,0.998164616606516,3415680000,2461.732666666669,282.94649855184724,0.07809258905647656
2017-08-21,2425.5,2428.37,0.0011626229102676966,-2.0613881387801486e-05,1.0011626229102677,2788150000,2461.7640000000024,281.9676506170071,0.07811935659448911
2017-08-22,2433.75,2452.51,0.009940824503679613,0.002215477871988251,1.0099408245036796,2777490000,2462.6633333333357,261.9740247718554,0.0831752117814713
2017-08-23,2444.88,2444.04,-0.003453604674394928,-0.003111098425694537,0.9965463953256051,2785290000,2462.6896666666685,261.4748433841217,0.081215125493467
2017-08-24,2447.91,2438.97,-0.002074434133647607,0.001583443806156974,0.9979255658663524,2846590000,2462.3943333333355,267.0516655707846,0.08123946030141199
2017-08-25,2444.72,2443.05,0.0016728373042720346,0.0023575525734223874,1.001672837304272,2588780000,2461.8536666666687,272.77694277368363,0.08016308595669046
2017-08-28,2447.35,2444.24,0.00048709604797259054,0.0017600949632630223,1.0004870960479726,2677700000,2461.3570000000022,277.44342336956964,0.08018744855813799
2017-08-29,2431.94,2446.3,0.0008427977612674997,-0.005032239059993998,1.0008427977612675,2737580000,2460.8800000000024,280.85716968863153,0.08021151192151958
2017-08-30,2446.06,2457.59,0.004615133058087695,-9.810734578761249e-05,1.0046151330580877,2633660000,2460.338666666669,278.282478078496,0.07978457801922553
2017-08-31,2462.65,2471.65,0.005721051924853171,0.0020589276486313603,1.0057210519248532,3348110000,2460.2786666666684,277.59357868950536,0.08161467110794703
2017-09-01,2474.42,2476.55,0.0019824813383773066,0.0011207088382254695,1.0019824813383773,2710730000,2460.4123333333355,279.3703147683816,0.08180952188681002
2017-09-05,2470.35,2457.85,-0.007550826754961659,-0.0025034826674205134,0.9924491732450383,3490260000,2460.010333333336,277.99072013535044,0.08469805379235383
2017-09-06,2463.83,2465.54,0.003128750737433128,0.002433020729499367,1.0031287507374331,3374410000,2459.624000000002,273.7861336908255,0.08476492320912384
2017-09-07,2468.06,2465.1,-0.00017845989113951521,0.0010220884674351184,0.9998215401088605,3353930000,2459.1996666666687,268.87212766126316,0.08475536465483298
2017-09-08,2462.25,2461.43,-0.001488783416494277,-0.001156139710356541,0.9985112165835057,3302490000,2458.7333333333354,264.56098343975754,0.0848116660436287
2017-09-11,2474.52,2488.11,0.01083922760346634,0.005318046826438349,1.0108392276034663,3291760000,2459.2670000000016,275.4356204369876,0.0905119224994689
2017-09-12,2491.94,2496.48,0.003363999180100441,0.0015393210107269883,1.0033639991801004,3230920000,2460.1396666666683,294.35010725323565,0.09091128423901089
2017-09-13,2493.89,2498.37,0.0007570659488558285,-0.0010374607447286362,1.0007570659488558,3368050000,2460.8736666666678,311.31744665488264,0.09070663975210137
2017-09-14,2494.56,2495.62,-0.0011007176679195263,-0.0015249942962811535,0.9988992823320805,3414460000,2461.475333333334,323.8716964861537,0.09079641708576891
2017-09-15,2495.67,2500.23,0.0018472363580994688,2.0035101497897076e-05,1.0018472363580995,4853170000,2462.4110000000005,341.6486839672356,0.09060595225340004
2017-09-18,2502.51,2503.87,0.0014558660603223306,0.0009119161037185379,1.0014558660603223,3194300000,2463.3123333333338,360.0577673594263,0.09055245075332863
2017-09-19,2506.29,2506.65,0.0011102812845715793,0.0009665038520370757,1.0011102812845716,3249100000,2464.1703333333335,378.2581083917848,0.09050039244753241
2017-09-20,2506.84,2508.24,0.0006343127281429606,7.579837631901325e-05,1.000634312728143,3530010000,2465.2810000000004,398.2837768103771,0.09011881430629377
2017-09-21,2507.16,2500.6,-0.003045960514145296,-0.00043058080566450073,0.9969540394858547,2930860000,2466.1670000000004,410.6110670342781,0.09066588473879543
2017-09-22,2497.26,2502.22,0.0006478445173156988,-0.001335679436935012,1.0006478445173157,2865960000,2468.300666666667,414.62977003752906,0.078989628152544
2017-09-25,2499.39,2496.66,-0.002222026840165925,-0.0011309956758398252,0.9977779731598341,3297890000,2470.1453333333334,414.3594496935487,0.07948485543016097
2017-09-26,2501.04,2496.84,7.209632068461147e-05,0.001754343803321281,1.0000720963206846,3043110000,2471.1786666666667,421.2441312375347,0.07445895580366148
2017-09-27,2503.3,2507.04,0.004085163646849521,0.002587270309671439,1.0040851636468495,3456030000,2472.593,433.27291316372003,0.07514567606310756
2017-09-28,2503.41,2510.06,0.0012046078243665992,-0.0014479226498181558,1.0012046078243666,3168620000,2473.991333333333,446.36237859636555,0.0751273342673713
2017-09-29,2509.96,2519.36,0.0037050907149631662,-3.983968510709268e-05,1.0037050907149632,3211920000,2476.9696666666664,444.9765024234033,0.0582750610453464
2017-10-02,2521.2,2529.12,0.0038739997459671383,0.0007303442144035352,1.0038739997459671,3199730000,2480.4219999999996,442.21558260103524,0.05803044705723596
2017-10-03,2530.34,2534.58,0.002158853672423522,0.0004823812235086729,1.0021588536724235,3068850000,2483.9623333333334,440.7162746085389,0.05806667849124291
