Date,Open,Adj Close(dividends and splits),Change,Close to Open Change
2017-06-28,2428.7,2440.69,0.0088080417296994,0.0038522266035098695
2017-06-29,2442.38,2419.7,-0.008600027041533398,0.0006924271415050885
2017-06-30,2429.2,2423.41,0.0015332479232963436,0.003926106542133323
2017-07-03,2431.39,2429.01,0.0023107934687074394,0.003292880692907935
2017-07-05,2430.78,2432.54,0.0014532669688471778,0.0007286919362209219
2017-07-06,2423.44,2409.75,-0.00936880791271677,-0.003740945678179972
2017-07-07,2413.52,2425.18,0.006403153854134258,0.0015644776429090078
2017-07-10,2424.51,2427.43,0.0009277661864273146,-0.00027626815329155694
2017-07-11,2427.35,2425.53,-0.0007827208199616686,-3.295666610362698e-05
2017-07-12,2435.75,2443.25,0.007305619802682184,0.004213512098386662
2017-07-13,2444.99,2447.83,0.00187455233807432,0.0007121661721067356
2017-07-14,2449.16,2459.27,0.0046735271648765675,0.0005433383854270629
2017-07-17,2459.5,2459.14,-5.286121491343554e-05,9.352368792365954e-05
2017-07-18,2455.88,2460.61,0.0005977699520971491,-0.0013256666964872937
2017-07-19,2463.85,2473.83,0.0053726514969865136,0.0013167466603808736
2017-07-20,2475.56,2473.45,-0.00015360796821128897,0.0006993204868564203
2017-07-21,2467.4,2472.54,-0.0003679071741898854,-0.002445976267965687
2017-07-24,2472.04,2469.91,-0.0010636834995592093,-0.00020222119763482088
2017-07-25,2477.88,2477.13,0.002923183435833865,0.003226838224874694
2017-07-26,2479.97,2477.83,0.0002825850883885206,0.0011464880728906802
2017-07-27,2482.76,2475.42,-0.0009726252406339064,0.0019896441644504633
2017-07-28,2469.12,2472.1,-0.0013411865461215866,-0.002545022662820928
2017-07-31,2475.94,2470.3,-0.0007281258848751415,0.001553335221067168
2017-08-01,2477.1,2476.35,0.002449095251588762,0.002752702100959287
2017-08-02,2480.38,2477.57,0.0004926605689827834,0.00162739515819662
2017-08-03,2476.03,2472.16,-0.0021835911800677232,-0.0006215767869323424
2017-08-04,2476.88,2476.83,0.0018890363083294837,0.0019092615364702345
2017-08-07,2477.14,2480.91,0.001647266869345021,0.00012515998271982553
2017-08-08,2478.35,2474.92,-0.002414436638168982,-0.0010318794313376727
2017-08-09,2465.35,2474.02,-0.0003636481179190021,-0.0038667916538717064
2017-08-10,2465.38,2438.21,-0.01447441815345063,-0.003492291897397706
2017-08-11,2441.04,2441.32,0.0012755258980974293,0.0011606875535741085
2017-08-14,2454.96,2465.84,0.01004374682548792,0.00558714138253071
2017-08-15,2468.66,2464.61,-0.0004988158193557357,0.0011436265126689926
2017-08-16,2468.63,2468.11,0.0014201029777529683,0.0016310897058763787
2017-08-17,2462.95,2430.01,-0.015436913265616137,-0.0020906685682568074
2017-08-18,2427.64,2425.55,-0.0018353833934839914,-0.0009753046283761571
2017-08-21,2425.5,2428.37,0.0011626229102676966,-2.0613881387801486e-05
2017-08-22,2433.75,2452.51,0.009940824503679613,0.002215477871988251
2017-08-23,2444.88,2444.04,-0.003453604674394928,-0.003111098425694537
2017-08-24,2447.91,2438.97,-0.002074434133647607,0.001583443806156974
2017-08-25,2444.72,2443.05,0.0016728373042720346,0.0023575525734223874
2017-08-28,2447.35,2444.24,0.00048709604797259054,0.0017600949632630223
2017-08-29,2431.94,2446.3,0.0008427977612674997,-0.005032239059993998
2017-08-30,2446.06,2457.59,0.004615133058087695,-9.810734578761249e-05
2017-08-31,2462.65,2471.65,0.005721051924853171,0.0020589276486313603
2017-09-01,2474.42,2476.55,0.0019824813383773066,0.0011207088382254695
2017-09-05,2470.35,2457.85,-0.007550826754961659,-0.0025034826674205134
2017-09-06,2463.83,2465.54,0.003128750737433128,0.002433020729499367
2017-09-07,2468.06,2465.1,-0.00017845989113951521,0.0010220884674351184
2017-09-08,2462.25,2461.43,-0.001488783416494277,-0.001156139710356541
2017-09-11,2474.52,2488.11,0.01083922760346634,0.005318046826438349
2017-09-12,2491.94,2496.48,0.003363999180100441,0.0015393210107269883
2017-09-13,2493.89,2498.37,0.0007570659488558285,-0.0010374607447286362
2017-09-14,2494.56,2495.62,-0.0011007176679195263,-0.0015249942962811535
2017-09-15,2495.67,2500.23,0.0018472363580994688,2.0035101497897076e-05
2017-09-18,2502.51,2503.87,0.0014558660603223306,0.0009119161037185379
2017-09-19,2506.29,2506.65,0.0011102812845715793,0.0009665038520370757
2017-09-20,2506.84,2508.24,0.0006343127281429606,7.579837631901325e-05
2017-09-21,2507.16,2500.6,-0.003045960514145296,-0.00043058080566450073
2017-09-22,2497.26,2502.22,0.0006478445173156988,-0.001335679436935012
2017-09-25,2499.39,2496.66,-0.002222026840165925,-0.0011309956758398252
2017-09-26,2501.04,2496.84,7.209632068461147e-05,0.001754343803321281
2017-09-27,2503.3,2507.04,0.004085163646849521,0.002587270309671439
2017-09-28,2503.41,2510.06,0.0012046078243665992,-0.0014479226498181558
2017-09-29,2509.96,2519.36,0.0037050907149631662,-3.983968510709268e-05
2017-10-02,2521.2,2529.12,0.0038739997459671383,0.0007303442144035352
2017-10-03,2530.34,2534.58,0.002158853672423522,0.0004823812235086729
2017-10-04,2533.48,2537.74,0.0012467548864110167,-0.0004339969541304315
2017-10-05,2540.86,2552.07,0.005646756562926125,0.0012294403682017645
2017-10-06,2547.44,2549.33,-0.0010736382622734686,-0.0018142135599729275
2017-10-09,2551.39,2544.73,-0.001804395664743219,0.000808055449863276
2017-10-10,2549.99,2550.64,0.002322446782173193,0.00206701693303406
2017-10-11,2550.62,2555.24,0.001803468933287311,-7.84116927515518e-06
2017-10-12,2552.88,2550.93,-0.0016867300136190755,-0.0009235923044409421
2017-10-13,2555.66,2553.17,0.0008781111202582625,0.0018542257137593029
2017-10-16,2555.57,2557.64,0.0017507647356032052,0.0009400079117332927
2017-10-17,2557.17,2559.36,0.0006724949562879612,-0.00018376315665996775
2017-10-18,2562.87,2561.26,0.0007423730932734074,0.0013714366091521957
2017-10-19,2553.39,2562.1,0.0003279635804251946,-0.003072706402317744
2017-10-20,2567.56,2575.21,0.005116896296007312,0.002131064361266163
2017-10-23,2578.08,2564.98,-0.0039724915637947555,0.0011144722177996711
2017-10-24,2568.66,2569.13,0.0016179463387628878,0.0014347090425655702
2017-10-25,2566.52,2557.15,-0.004663057143858063,-0.0010159081089707906
2017-10-26,2560.08,2560.4,0.0012709461705413538,0.0011458068552880497
2017-10-27,2570.26,2581.07,0.008072957350414134,0.003850960787377022
2017-10-30,2577.75,2572.83,-0.0031924744388955872,-0.0012862882447977635
2017-10-31,2575.99,2575.26,0.0009444852555358096,0.0012282195092562878
2017-11-01,2583.21,2579.36,0.001592072256781707,0.003087066936930569
2017-11-02,2579.46,2579.85,0.00018996960486306058,3.876930711490798e-05
2017-11-03,2581.93,2587.84,0.0030970792875555375,0.0008062484252960161
2017-11-06,2587.47,2591.13,0.0012713305304810074,-0.00014297638184754296
2017-11-07,2592.11,2590.64,-0.00018910668318461443,0.0003782133663691201
2017-11-08,2588.71,2594.38,0.0014436587098169973,-0.0007449896550658665
2017-11-09,2584.0,2584.62,-0.003761977813581785,-0.004000955912395296
2017-11-10,2580.18,2582.3,-0.0008976174447306029,-0.0017178540752606011
2017-11-13,2576.53,2584.84,0.0009836192541532451,-0.002234442163962352
2017-11-14,2577.75,2578.87,-0.002309620711533511,-0.0027429163894090716
2017-11-15,2569.45,2564.62,-0.005525675974360822,-0.0036527626441038414
2017-11-16,2572.95,2585.64,0.008196146017733552,0.0032480445446108693
2017-11-17,2582.94,2578.85,-0.0026260422951377427,-0.001044228894973708
2017-11-20,2579.49,2582.14,0.001275762452255913,0.00024817263508923463
2017-11-21,2589.17,2599.03,0.006541086075890767,0.0027225479640918776
2017-11-22,2600.31,2597.08,-0.0007502799121211767,0.000492491429494752
2017-11-24,2600.42,2602.42,0.002056155374497548,0.0012860597286183505
2017-11-27,2602.66,2601.42,-0.0003842577293442506,9.22218550425303e-05
2017-11-28,2605.94,2627.04,0.00984846737551015,0.0017375125892781565
2017-11-29,2627.82,2626.07,-0.00036923685973555553,0.00029691211401432796
2017-11-30,2633.93,2647.58,0.008190946928299692,0.0029930656837021375
2017-12-01,2645.1,2642.22,-0.00202449028924534,-0.0009367044621881183
2017-12-04,2657.19,2639.44,-0.0010521455442770167,0.005665690215046535
2017-12-05,2639.78,2629.57,-0.003739429575970621,0.00012881520322498164
2017-12-06,2626.24,2629.27,-0.00011408709408766704,-0.0012663667443727992
2017-12-07,2628.38,2636.98,0.0029323728639507607,-0.00033849699726535225
2017-12-08,2646.21,2651.5,0.005506298872194781,0.003500216156360692
2017-12-11,2652.19,2659.99,0.0032019611540636816,0.0002602300584574975
2017-12-12,2661.73,2664.11,0.0015488780033008354,0.0006541377975106059
2017-12-13,2667.59,2662.85,-0.0004729534441145766,0.0013062523694592257
2017-12-14,2665.87,2652.01,-0.004070826370242253,0.0011341232138498158
2017-12-15,2660.63,2675.81,0.008974325134520456,0.0032503648176288513
2017-12-18,2685.92,2690.16,0.005362862086620401,0.003778295170434421
2017-12-19,2692.71,2681.47,-0.003230291135099761,0.0009478990097243963
2017-12-20,2688.18,2679.25,-0.0008279040973793172,0.002502358780817998
2017-12-21,2683.02,2684.57,0.0019856303069889503,0.0014071101987496433
2017-12-22,2684.22,2683.34,-0.0004581739347455649,-0.00013037469687896526
2017-12-26,2679.09,2680.5,-0.0010583824636460903,-0.0015838469966534244
2017-12-27,2682.1,2682.62,0.00079089722066783,0.0005969035627681064
2017-12-28,2686.1,2687.54,0.0018340279279212002,0.0012972392660906198
2017-12-29,2689.15,2673.61,-0.005183178668968558,0.0005990608511873785
2018-01-02,2683.73,2695.81,0.008303380074131894,0.003785144430189852
2018-01-03,2697.85,2713.06,0.006398818907860759,0.0007567298882339496
2018-01-04,2719.31,2723.99,0.004028661363921104,0.0023036718686649024
2018-01-05,2731.33,2743.15,0.007033799683552555,0.002694576705494567
2018-01-08,2742.67,2747.71,0.0016623225124401397,-0.0001749813170989622
2018-01-09,2751.15,2751.29,0.0013029031448006378,0.0012519516251715264
2018-01-10,2745.55,2748.23,-0.0011122055472160275,-0.002086294065692741
2018-01-11,2752.97,2767.56,0.007033618001404562,0.0017247464731844793
2018-01-12,2770.18,2786.24,0.006749627831013516,0.0009466822760843093
2018-01-16,2798.96,2776.42,-0.0035244630756861017,0.004565292293557
2018-01-17,2784.99,2802.56,0.009415002053003496,0.0030867087832531495
2018-01-18,2802.4,2798.03,-0.001616379310344751,-5.7090659967977305e-05
2018-01-19,2802.6,2810.3,0.004385228178396927,0.001633291994724756
2018-01-22,2809.16,2832.97,0.008066754439027823,-0.0004056506422803001
2018-01-23,2835.05,2839.13,0.002174396481431362,0.0007342117989249382
2018-01-24,2845.42,2837.54,-0.0005600307136341964,0.0022154674143135267
2018-01-25,2846.24,2839.25,0.0006026346765155566,0.0030660360735002214
2018-01-26,2847.48,2872.87,0.011841155234656897,0.0028986528132429403
2018-01-29,2867.23,2853.53,-0.006731944014173874,-0.0019631936008242187
2018-01-30,2832.74,2822.43,-0.010898781509218525,-0.007285712783815281
2018-01-31,2832.41,2823.81,0.0004889403811609849,0.0035359601478158957
2018-02-01,2816.45,2821.98,-0.0006480605989779287,-0.0026064076549060055
2018-02-02,2808.92,2762.13,-0.021208513171602883,-0.00462795625766304
2018-02-05,2741.06,2648.94,-0.040979244278871785,-0.00762817101295021
2018-02-06,2614.78,2695.14,0.017440938639606607,-0.01289572432746678
2018-02-07,2690.95,2681.66,-0.0050015954644285765,-0.0015546502222519255
2018-02-08,2685.01,2581.0,-0.037536451302551344,0.0012492262255469986
2018-02-09,2601.78,2619.55,0.014936071290197583,0.008051142967842
2018-02-12,2636.75,2656.0,0.013914603653299107,0.00656601324654991
2018-02-13,2646.27,2662.94,0.0026129518072288693,-0.0036634036144578383
2018-02-14,2651.21,2698.63,0.013402479965752168,-0.004404905855933674
2018-02-15,2713.46,2731.2,0.0120690869070601,0.005495380989613221
2018-02-16,2727.14,2732.22,0.0003734622144111466,-0.0014865260691271037
2018-02-20,2722.99,2716.26,-0.005841403693699454,-0.0033782052689754188
2018-02-21,2720.53,2701.33,-0.00549652831466807,0.0015720144610604219
2018-02-22,2710.42,2703.96,0.0009735944886408721,0.003365009088115908
2018-02-23,2715.8,2747.3,0.016028343614550522,0.0043787629994527085
2018-02-26,2757.37,2779.6,0.011756997779638123,0.0036654169548282706
2018-02-27,2780.45,2744.28,-0.012706864297021059,0.000305799395596456
2018-02-28,2753.78,2713.83,-0.011095806550352139,0.00346174588598831
2018-03-01,2715.22,2677.67,-0.013324342350110263,0.0005121912573742175
2018-03-02,2658.89,2691.25,0.005071573420174946,-0.0070135602968253
2018-03-05,2681.06,2720.94,0.011032048304691067,-0.003786344635392496
2018-03-06,2730.18,2728.12,0.0026387939462098053,0.003395885245540064
2018-03-07,2710.18,2726.8,-0.00048384968403136774,-0.006575957069337147
2018-03-08,2732.75,2738.97,0.00446310693853591,0.0021820448877804817
2018-03-09,2752.91,2786.57,0.017378795678667736,0.005089504448752654
2018-03-12,2790.54,2783.02,-0.001273967637633433,0.0014246905694096324
2018-03-13,2792.31,2765.31,-0.00636359063175973,0.0033381003370439176
2018-03-14,2774.06,2749.48,-0.005724493818052956,0.00316420220517772
2018-03-15,2754.27,2747.33,-0.0007819660444884358,0.0017421476060927752
2018-03-16,2750.57,2752.01,0.0017034720983646334,0.0011793268373294205
2018-03-19,2741.38,2712.92,-0.014204163502312905,-0.0038626313131130004
2018-03-20,2715.05,2716.94,0.001481798210046792,0.0007851318874128648
2018-03-21,2714.99,2711.93,-0.001843986249236318,-0.0007177191988046379
2018-03-22,2691.36,2643.69,-0.02516289137256489,-0.007585004037714731
2018-03-23,2646.71,2588.26,-0.020966906104724736,0.00114234271037829
2018-03-26,2619.35,2658.55,0.0271572407717926,0.012011930795205926
2018-03-27,2667.57,2612.62,-0.017276334844182117,0.0033928269169283937
2018-03-28,2611.3,2605.0,-0.0029166124426820428,-0.0005052399507007177
2018-03-29,2614.41,2640.87,0.01376967370441462,0.003612284069097833
2018-04-02,2633.45,2581.88,-0.02233733580221664,-0.002809680143286142
2018-04-03,2592.17,2614.45,0.01261483879963432,0.0039854679535841955
2018-04-04,2584.04,2644.69,0.011566486259060316,-0.011631509495304886
2018-04-05,2657.36,2662.84,0.00686280811739759,0.004790731616938118
2018-04-06,2645.82,2604.47,-0.02192020549488527,-0.006391672049390869
2018-04-09,2617.18,2613.16,0.003336571356168383,0.004880071569263626
2018-04-10,2638.41,2656.87,0.01672687474169199,0.009662630684688272
2018-04-11,2643.89,2642.19,-0.005525298565605352,-0.004885447914275075
2018-04-12,2653.83,2663.99,0.008250731400845313,0.004405436399350491
2018-04-13,2676.9,2656.3,-0.0028866474724003055,0.004846114287215909
2018-04-16,2670.1,2677.84,0.008109023830139561,0.005195196325716119
2018-04-17,2692.74,2706.39,0.01066157798822931,0.005564186060406759
2018-04-18,2710.11,2708.64,0.0008313657676830566,0.001374524735902902
2018-04-19,2701.16,2693.13,-0.005726120857699746,-0.002761533463287856
2018-04-20,2692.56,2670.14,-0.008536535555283331,-0.00021164964186658783
2018-04-23,2675.4,2670.29,5.617682967939963e-05,0.001969934160755698
2018-04-24,2680.8,2634.56,-0.01338056915166519,0.0039359020930311754
2018-04-25,2634.92,2639.4,0.0018371189116968,0.000136645208308077
2018-04-26,2651.65,2666.94,0.01043418958854292,0.004641206334773054
2018-04-27,2675.47,2669.91,0.0011136358523251566,0.003198422161728327
2018-04-30,2682.51,2648.05,-0.008187541902161422,0.004719260199782152
2018-05-01,2642.96,2654.8,0.0025490455240648746,-0.0019221691433319405
2018-05-02,2654.24,2635.67,-0.007205815880669042,-0.00021093867711330426
2018-05-03,2628.08,2629.73,-0.0022536964035709817,-0.002879723182340788
2018-05-04,2621.45,2663.42,0.012811201149927953,-0.0031486122149422943
2018-05-07,2680.34,2672.63,0.003457960066380883,0.006352734454198013
2018-05-08,2670.26,2671.92,-0.0002656559269333947,-0.0008867669673691798
2018-05-09,2678.12,2697.79,0.009682176113057217,0.0023204287553518885
2018-05-10,2705.02,2723.07,0.009370632999603501,0.002679971383984676
2018-05-11,2722.7,2727.72,0.0017076314600799058,-0.00013587605166240515
2018-05-14,2738.47,2730.13,0.0008835217690965624,0.003941020339331016
2018-05-15,2718.59,2711.45,-0.006842165025108815,-0.0042269049459183125
2018-05-16,2712.62,2722.46,0.004060558004020054,0.00043150343911931726
2018-05-17,2719.71,2720.13,-0.000855843612027285,-0.0010101158511052503
2018-05-18,2717.35,2712.97,-0.002632227136203147,-0.0010220099774643858
2018-05-21,2735.39,2733.01,0.007386738519040259,0.008264005868107674
2018-05-22,2738.34,2724.44,-0.0031357367883761977,0.0019502306980215686
2018-05-23,2713.98,2733.29,0.003248373977771557,-0.0038393211081910543
2018-05-24,2730.94,2727.76,-0.002023202806873625,-0.0008597697280566311
2018-05-25,2723.6,2721.33,-0.002357245505469785,-0.001525060855793878
2018-05-29,2705.11,2689.86,-0.011564198388288038,-0.005960320872514469
2018-05-30,2702.43,2724.01,0.01269582803565994,0.004673105663491672
2018-05-31,2720.98,2705.27,-0.006879563584568427,-0.0011123307183160853
2018-06-01,2718.7,2734.62,0.01084919435028664,0.004964384331323615
2018-06-04,2741.67,2746.87,0.0044795986279628774,0.0025780547205828167
2018-06-05,2748.46,2748.8,0.0007026178887243884,0.000578840644078586
2018-06-06,2753.25,2772.35,0.00856737485448189,0.0016188882421419592
2018-06-07,2774.84,2770.37,-0.0007141955380813858,0.0008981549948600416
2018-06-08,2765.84,2779.03,0.0031259362467830343,-0.0016351606464117593
2018-06-11,2780.18,2782.0,0.0010687182218256375,0.0004138134528953038
2018-06-12,2785.6,2786.85,0.0017433501078361058,0.0012940330697339716
2018-06-13,2787.94,2775.63,-0.004026050917702695,0.00039112259360932433
2018-06-14,2783.21,2782.49,0.002471510972283708,0.0027309115408033226
2018-06-15,2777.78,2779.66,-0.0010170746345898873,-0.0016927284554480275
2018-06-18,2765.79,2773.75,-0.0021261593144484836,-0.0049898188987141925
2018-06-19,2752.01,2762.59,-0.004023433979269853,-0.007837764758900327
2018-06-20,2769.73,2767.32,0.0017121614137458607,0.0025845311826944543
2018-06-21,2769.28,2749.76,-0.006345489498865264,0.0007082664816501294
2018-06-22,2760.79,2754.88,0.0018619806819504259,0.004011259164436076
2018-06-25,2742.94,2717.07,-0.013724735741665661,-0.0043341270763155035
2018-06-26,2722.12,2723.06,0.0022045806696182613,0.0018586197632007003
2018-06-27,2728.45,2699.63,-0.008604290761129008,0.001979390832372358
2018-06-28,2698.69,2716.31,0.006178624478169192,-0.0003481958638776627
2018-06-29,2727.13,2718.37,0.0007583817752760957,0.003983345052663416
2018-07-02,2704.95,2726.71,0.0030680150237090142,-0.004936781968606214
